task,acc,sub
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.8,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.3,MSC05
mixed,0.4,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.8,MSC05
mixed,0.7,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.25,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.85,MSC05
mixed,0.5,MSC05
mixed,0.3,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.85,MSC05
mixed,0.7,MSC05
mixed,0.3,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.3,MSC05
mixed,0.4,MSC05
mixed,0.75,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.35,MSC05
mixed,0.85,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.7,MSC05
mixed,0.4,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.8,MSC05
mixed,0.35,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.25,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.25,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.3,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.25,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.75,MSC05
mixed,0.6,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.75,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.3,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.2,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.7,MSC05
mixed,0.35,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.15,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.75,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.7,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.8,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.3,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.35,MSC05
mixed,0.4,MSC05
mixed,0.8,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.75,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.35,MSC05
mixed,0.75,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.75,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.7,MSC05
mixed,0.7,MSC05
mixed,0.4,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.35,MSC05
mixed,0.65,MSC05
mixed,0.75,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.75,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.3,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.3,MSC05
mixed,0.4,MSC05
mixed,0.7,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.3,MSC05
mixed,0.75,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.4,MSC05
mixed,0.8,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.85,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.25,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.3,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.6,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.25,MSC05
mixed,0.75,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.3,MSC05
mixed,0.3,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.35,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.85,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.8,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.3,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.8,MSC05
mixed,0.3,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.4,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.7,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.7,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.3,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.2,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.3,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.75,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.8,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.8,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.3,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.7,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.5,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.8,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.35,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.35,MSC05
mixed,0.7,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.25,MSC05
mixed,0.4,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.25,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.75,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.3,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.8,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.75,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.75,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.75,MSC05
mixed,0.5,MSC05
mixed,0.8,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.8,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.35,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.4,MSC05
mixed,0.8,MSC05
mixed,0.3,MSC05
mixed,0.35,MSC05
mixed,0.45,MSC05
mixed,0.85,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.35,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.8,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.4,MSC05
mixed,0.75,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.75,MSC05
mixed,0.35,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.7,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.65,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.75,MSC05
mixed,0.55,MSC05
mixed,0.75,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.7,MSC05
mixed,0.7,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.65,MSC05
mixed,0.3,MSC05
mixed,0.5,MSC05
mixed,0.3,MSC05
mixed,0.65,MSC05
mixed,0.25,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.65,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.35,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.8,MSC05
mixed,0.65,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.2,MSC05
mixed,0.4,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.75,MSC05
mixed,0.5,MSC05
mixed,0.4,MSC05
mixed,0.85,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.75,MSC05
mixed,0.3,MSC05
mixed,0.7,MSC05
mixed,0.4,MSC05
mixed,0.55,MSC05
mixed,0.55,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.5,MSC05
mixed,0.6,MSC05
mixed,0.4,MSC05
mixed,0.6,MSC05
mixed,0.3,MSC05
mixed,0.7,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.35,MSC05
mixed,0.6,MSC05
mixed,0.75,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.25,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.65,MSC05
mixed,0.55,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.7,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.9,MSC05
mixed,0.5,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.55,MSC05
mixed,0.6,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.25,MSC05
mixed,0.45,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.35,MSC05
mixed,0.5,MSC05
mixed,0.45,MSC05
mixed,0.6,MSC05
mixed,0.45,MSC05
mixed,0.7,MSC05
mixed,0.3,MSC05
mixed,0.45,MSC05
mixed,0.5,MSC05
mixed,0.55,MSC05
mixed,0.75,MSC05
mixed,0.7,MSC05
mixed,0.75,MSC05
mixed,0.4,MSC05
mixed,0.5,MSC05
mixed,0.75,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.3,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.6,MSC06
mixed,0.65,MSC06
mixed,0.6,MSC06
mixed,0.7,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.4,MSC06
mixed,0.3,MSC06
mixed,0.45,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.6,MSC06
mixed,0.4,MSC06
mixed,0.5,MSC06
mixed,0.8,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.4,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.5,MSC06
mixed,0.6,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.5,MSC06
mixed,0.35,MSC06
mixed,0.5,MSC06
mixed,0.55,MSC06
mixed,0.6,MSC06
mixed,0.5,MSC06
mixed,0.4,MSC06
mixed,0.35,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.3,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.7,MSC06
mixed,0.5,MSC06
mixed,0.4,MSC06
mixed,0.35,MSC06
mixed,0.3,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.55,MSC06
mixed,0.75,MSC06
mixed,0.65,MSC06
mixed,0.35,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.3,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.65,MSC06
mixed,0.65,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.55,MSC06
mixed,0.3,MSC06
mixed,0.45,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.9,MSC06
mixed,0.6,MSC06
mixed,0.7,MSC06
mixed,0.45,MSC06
mixed,0.15,MSC06
mixed,0.65,MSC06
mixed,0.5,MSC06
mixed,0.45,MSC06
mixed,0.65,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.6,MSC06
mixed,0.65,MSC06
mixed,0.5,MSC06
mixed,0.25,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.7,MSC06
mixed,0.65,MSC06
mixed,0.6,MSC06
mixed,0.5,MSC06
mixed,0.35,MSC06
mixed,0.5,MSC06
mixed,0.6,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.6,MSC06
mixed,0.5,MSC06
mixed,0.7,MSC06
mixed,0.8,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.75,MSC06
mixed,0.7,MSC06
mixed,0.6,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.8,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.7,MSC06
mixed,0.3,MSC06
mixed,0.65,MSC06
mixed,0.7,MSC06
mixed,0.4,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.35,MSC06
mixed,0.7,MSC06
mixed,0.6,MSC06
mixed,0.8,MSC06
mixed,0.7,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.2,MSC06
mixed,0.5,MSC06
mixed,0.25,MSC06
mixed,0.5,MSC06
mixed,0.4,MSC06
mixed,0.45,MSC06
mixed,0.4,MSC06
mixed,0.6,MSC06
mixed,0.5,MSC06
mixed,0.5,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.75,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.8,MSC06
mixed,0.2,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.35,MSC06
mixed,0.4,MSC06
mixed,0.5,MSC06
mixed,0.45,MSC06
mixed,0.55,MSC06
mixed,0.5,MSC06
mixed,0.55,MSC06
mixed,0.6,MSC06
mixed,0.75,MSC06
mixed,0.65,MSC06
mixed,0.9,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.35,MSC06
mixed,0.55,MSC06
mixed,0.65,MSC06
mixed,0.6,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.45,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.55,MSC06
mixed,0.3,MSC06
mixed,0.65,MSC06
mixed,0.65,MSC06
mixed,0.4,MSC06
mixed,0.55,MSC06
mixed,0.6,MSC06
mixed,0.8,MSC06
mixed,0.45,MSC06
mixed,0.35,MSC06
mixed,0.6,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.65,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.65,MSC06
mixed,0.4,MSC06
mixed,0.8,MSC06
mixed,0.5,MSC06
mixed,0.6,MSC06
mixed,0.55,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.6,MSC06
mixed,0.75,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.45,MSC06
mixed,0.5,MSC06
mixed,0.75,MSC06
mixed,0.45,MSC06
mixed,0.65,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.7,MSC06
mixed,0.5,MSC06
mixed,0.75,MSC06
mixed,0.35,MSC06
mixed,0.6,MSC06
mixed,0.55,MSC06
mixed,0.65,MSC06
mixed,0.45,MSC06
mixed,0.65,MSC06
mixed,0.65,MSC06
mixed,0.3,MSC06
mixed,0.4,MSC06
mixed,0.4,MSC06
mixed,0.55,MSC06
mixed,0.75,MSC06
mixed,0.6,MSC06
mixed,0.5,MSC06
mixed,0.75,MSC06
mixed,0.75,MSC06
mixed,0.6,MSC06
mixed,0.65,MSC06
mixed,0.45,MSC06
mixed,0.4,MSC06
mixed,0.7,MSC06
mixed,0.4,MSC06
mixed,0.35,MSC06
mixed,0.7,MSC06
mixed,0.65,MSC06
mixed,0.35,MSC06
mixed,0.65,MSC06
mixed,0.7,MSC06
mixed,0.35,MSC06
mixed,0.55,MSC06
mixed,0.55,MSC06
mixed,0.7,MSC06
mixed,0.55,MSC06
mixed,0.4,MSC06
mixed,0.6,MSC06
mixed,0.55,MSC06
mixed,0.7,MSC06
mixed,0.85,MSC06
mixed,0.6,MSC06
mixed,0.45,MSC06
mixed,0.7,MSC06
mixed,0.7,MSC06
mixed,0.5,MSC06
mixed,0.65,MSC06
mixed,0.75,MSC06
mixed,0.65,MSC06
mixed,0.5,MSC06
