sub,acc,train_task,test_task,iteration
MSC01,0.4771428571428572,mixed,mem,13
MSC02,0.5035714285714287,mixed,mem,13
MSC03,0.47214285714285714,mixed,mem,13
MSC04,0.5007142857142857,mixed,mem,13
MSC05,0.5085714285714286,mixed,mem,13
MSC06,0.5028571428571429,mixed,mem,13
MSC07,0.5192857142857142,mixed,mem,13
MSC10,0.5207142857142857,mixed,mem,13
MSC01,0.5000000000000001,mixed,motor,13
MSC02,0.48500000000000004,mixed,motor,13
MSC03,0.515,mixed,motor,13
MSC04,0.4914285714285715,mixed,motor,13
MSC05,0.4878571428571429,mixed,motor,13
MSC06,0.48499999999999993,mixed,motor,13
MSC07,0.5242857142857144,mixed,motor,13
MSC10,0.5114285714285715,mixed,motor,13
MSC01,0.4864285714285714,mem,mixed,13
MSC02,0.5242857142857144,mem,mixed,13
MSC03,0.5207142857142858,mem,mixed,13
MSC04,0.4864285714285714,mem,mixed,13
MSC05,0.49999999999999994,mem,mixed,13
MSC06,0.5085714285714286,mem,mixed,13
MSC07,0.48428571428571426,mem,mixed,13
MSC10,0.4842857142857143,mem,mixed,13
MSC01,0.47214285714285725,mem,motor,13
MSC02,0.5042857142857143,mem,motor,13
MSC03,0.4942857142857143,mem,motor,13
MSC04,0.4914285714285715,mem,motor,13
MSC05,0.5128571428571429,mem,motor,13
MSC06,0.5164285714285715,mem,motor,13
MSC07,0.5057142857142857,mem,motor,13
MSC10,0.5071428571428572,mem,motor,13
MSC01,0.4707142857142857,motor,mixed,13
MSC02,0.5057142857142857,motor,mixed,13
MSC03,0.49714285714285705,motor,mixed,13
MSC04,0.5057142857142857,motor,mixed,13
MSC05,0.5007142857142857,motor,mixed,13
MSC06,0.5121428571428572,motor,mixed,13
MSC07,0.5035714285714287,motor,mixed,13
MSC10,0.4964285714285714,motor,mixed,13
MSC01,0.5042857142857143,motor,mem,13
MSC02,0.5114285714285713,motor,mem,13
MSC03,0.5057142857142857,motor,mem,13
MSC04,0.5285714285714286,motor,mem,13
MSC05,0.5049999999999999,motor,mem,13
MSC06,0.5092857142857143,motor,mem,13
MSC07,0.4914285714285715,motor,mem,13
MSC10,0.49071428571428577,motor,mem,13
MSC01,0.5164285714285715,mixed,mem,14
MSC02,0.5142857142857142,mixed,mem,14
MSC03,0.4921428571428571,mixed,mem,14
MSC04,0.5157142857142858,mixed,mem,14
MSC05,0.49357142857142866,mixed,mem,14
MSC06,0.4992857142857142,mixed,mem,14
MSC07,0.5264285714285715,mixed,mem,14
MSC10,0.5007142857142857,mixed,mem,14
MSC01,0.4964285714285714,mixed,motor,14
MSC02,0.495,mixed,motor,14
MSC03,0.5214285714285714,mixed,motor,14
MSC04,0.4964285714285715,mixed,motor,14
MSC05,0.5135714285714287,mixed,motor,14
MSC06,0.49500000000000005,mixed,motor,14
MSC07,0.4757142857142857,mixed,motor,14
MSC10,0.5021428571428571,mixed,motor,14
MSC01,0.5007142857142857,mem,mixed,14
MSC02,0.4928571428571429,mem,mixed,14
MSC03,0.49785714285714283,mem,mixed,14
MSC04,0.5042857142857143,mem,mixed,14
MSC05,0.5071428571428572,mem,mixed,14
MSC06,0.5185714285714286,mem,mixed,14
MSC07,0.4892857142857143,mem,mixed,14
MSC10,0.5014285714285714,mem,mixed,14
MSC01,0.47357142857142864,mem,motor,14
MSC02,0.5142857142857143,mem,motor,14
MSC03,0.5007142857142857,mem,motor,14
MSC04,0.485,mem,motor,14
MSC05,0.51,mem,motor,14
MSC06,0.5242857142857144,mem,motor,14
MSC07,0.4928571428571428,mem,motor,14
MSC10,0.49714285714285705,mem,motor,14
MSC01,0.4928571428571429,motor,mixed,14
MSC02,0.4964285714285714,motor,mixed,14
MSC03,0.48928571428571427,motor,mixed,14
MSC04,0.465,motor,mixed,14
MSC05,0.5014285714285714,motor,mixed,14
MSC06,0.4857142857142857,motor,mixed,14
MSC07,0.4978571428571429,motor,mixed,14
MSC10,0.5235714285714286,motor,mixed,14
MSC01,0.5328571428571428,motor,mem,14
MSC02,0.505,motor,mem,14
MSC03,0.5271428571428572,motor,mem,14
MSC04,0.48999999999999994,motor,mem,14
MSC05,0.4928571428571429,motor,mem,14
MSC06,0.5014285714285714,motor,mem,14
MSC07,0.505,motor,mem,14
MSC10,0.4942857142857143,motor,mem,14
MSC01,0.48714285714285716,mixed,mem,15
MSC02,0.5142857142857143,mixed,mem,15
MSC03,0.5035714285714286,mixed,mem,15
MSC04,0.5114285714285715,mixed,mem,15
MSC05,0.495,mixed,mem,15
MSC06,0.5121428571428571,mixed,mem,15
MSC07,0.5007142857142858,mixed,mem,15
MSC10,0.5128571428571428,mixed,mem,15
MSC01,0.5057142857142857,mixed,motor,15
MSC02,0.4707142857142857,mixed,motor,15
MSC03,0.49714285714285716,mixed,motor,15
MSC04,0.5185714285714286,mixed,motor,15
MSC05,0.48500000000000004,mixed,motor,15
MSC06,0.4978571428571429,mixed,motor,15
MSC07,0.5228571428571429,mixed,motor,15
MSC10,0.5264285714285715,mixed,motor,15
MSC01,0.475,mem,mixed,15
MSC02,0.5014285714285714,mem,mixed,15
MSC03,0.4928571428571429,mem,mixed,15
MSC04,0.5064285714285715,mem,mixed,15
MSC05,0.5021428571428571,mem,mixed,15
MSC06,0.49071428571428577,mem,mixed,15
MSC07,0.5057142857142857,mem,mixed,15
MSC10,0.4971428571428572,mem,mixed,15
MSC01,0.5307142857142858,mem,motor,15
MSC02,0.4757142857142857,mem,motor,15
MSC03,0.5007142857142858,mem,motor,15
MSC04,0.4864285714285715,mem,motor,15
MSC05,0.4707142857142857,mem,motor,15
MSC06,0.5021428571428572,mem,motor,15
MSC07,0.49642857142857144,mem,motor,15
MSC10,0.5185714285714287,mem,motor,15
MSC01,0.49571428571428566,motor,mixed,15
MSC02,0.4971428571428572,motor,mixed,15
MSC03,0.4985714285714286,motor,mixed,15
MSC04,0.5121428571428571,motor,mixed,15
MSC05,0.495,motor,mixed,15
MSC06,0.5014285714285714,motor,mixed,15
MSC07,0.5107142857142858,motor,mixed,15
MSC10,0.5028571428571429,motor,mixed,15
MSC01,0.5064285714285715,motor,mem,15
MSC02,0.5528571428571428,motor,mem,15
MSC03,0.5078571428571428,motor,mem,15
MSC04,0.5164285714285715,motor,mem,15
MSC05,0.5007142857142857,motor,mem,15
MSC06,0.48571428571428577,motor,mem,15
MSC07,0.4878571428571428,motor,mem,15
MSC10,0.49142857142857144,motor,mem,15
MSC01,0.4942857142857143,mixed,mem,16
MSC02,0.4814285714285715,mixed,mem,16
MSC03,0.4942857142857143,mixed,mem,16
MSC04,0.5192857142857144,mixed,mem,16
MSC05,0.5271428571428571,mixed,mem,16
MSC06,0.4971428571428572,mixed,mem,16
MSC07,0.5071428571428571,mixed,mem,16
MSC10,0.5207142857142857,mixed,mem,16
MSC01,0.49642857142857144,mixed,motor,16
MSC02,0.51,mixed,motor,16
MSC03,0.48857142857142855,mixed,motor,16
MSC04,0.5057142857142857,mixed,motor,16
MSC05,0.4935714285714286,mixed,motor,16
MSC06,0.48857142857142855,mixed,motor,16
MSC07,0.4764285714285714,mixed,motor,16
MSC10,0.5007142857142857,mixed,motor,16
MSC01,0.49500000000000005,mem,mixed,16
MSC02,0.5121428571428571,mem,mixed,16
MSC03,0.5171428571428571,mem,mixed,16
MSC04,0.5064285714285713,mem,mixed,16
MSC05,0.5021428571428571,mem,mixed,16
MSC06,0.5057142857142857,mem,mixed,16
MSC07,0.49714285714285705,mem,mixed,16
MSC10,0.5185714285714286,mem,mixed,16
MSC01,0.4878571428571429,mem,motor,16
MSC02,0.49214285714285716,mem,motor,16
MSC03,0.495,mem,motor,16
MSC04,0.48,mem,motor,16
MSC05,0.5442857142857144,mem,motor,16
MSC06,0.4935714285714286,mem,motor,16
MSC07,0.5157142857142857,mem,motor,16
MSC10,0.4928571428571429,mem,motor,16
MSC01,0.5064285714285715,motor,mixed,16
MSC02,0.5107142857142858,motor,mixed,16
MSC03,0.48571428571428577,motor,mixed,16
MSC04,0.47357142857142864,motor,mixed,16
MSC05,0.5285714285714286,motor,mixed,16
MSC06,0.5164285714285713,motor,mixed,16
MSC07,0.48928571428571427,motor,mixed,16
MSC10,0.4978571428571429,motor,mixed,16
MSC01,0.4964285714285714,motor,mem,16
MSC02,0.5121428571428571,motor,mem,16
MSC03,0.5071428571428571,motor,mem,16
MSC04,0.4785714285714286,motor,mem,16
MSC05,0.48000000000000004,motor,mem,16
MSC06,0.5007142857142857,motor,mem,16
MSC07,0.48714285714285716,motor,mem,16
MSC10,0.48071428571428576,motor,mem,16
MSC01,0.4585714285714286,mixed,mem,17
MSC02,0.5064285714285715,mixed,mem,17
MSC03,0.51,mixed,mem,17
MSC04,0.485,mixed,mem,17
MSC05,0.5157142857142857,mixed,mem,17
MSC06,0.5071428571428571,mixed,mem,17
MSC07,0.5178571428571429,mixed,mem,17
MSC10,0.51,mixed,mem,17
MSC01,0.4821428571428571,mixed,motor,17
MSC02,0.4942857142857143,mixed,motor,17
MSC03,0.505,mixed,motor,17
MSC04,0.47000000000000003,mixed,motor,17
MSC05,0.5035714285714287,mixed,motor,17
MSC06,0.47000000000000003,mixed,motor,17
MSC07,0.525,mixed,motor,17
MSC10,0.48857142857142855,mixed,motor,17
MSC01,0.4864285714285715,mem,mixed,17
MSC02,0.5221428571428571,mem,mixed,17
MSC03,0.5135714285714286,mem,mixed,17
MSC04,0.48285714285714293,mem,mixed,17
MSC05,0.5192857142857142,mem,mixed,17
MSC06,0.5028571428571428,mem,mixed,17
MSC07,0.5185714285714286,mem,mixed,17
MSC10,0.4992857142857142,mem,mixed,17
MSC01,0.4842857142857143,mem,motor,17
MSC02,0.4864285714285715,mem,motor,17
MSC03,0.5121428571428571,mem,motor,17
MSC04,0.49785714285714283,mem,motor,17
MSC05,0.5042857142857143,mem,motor,17
MSC06,0.515,mem,motor,17
MSC07,0.5028571428571428,mem,motor,17
MSC10,0.49642857142857144,mem,motor,17
MSC01,0.507142857142857,motor,mixed,17
MSC02,0.4814285714285714,motor,mixed,17
MSC03,0.4907142857142857,motor,mixed,17
MSC04,0.47857142857142865,motor,mixed,17
MSC05,0.5,motor,mixed,17
MSC06,0.5042857142857142,motor,mixed,17
MSC07,0.4928571428571428,motor,mixed,17
MSC10,0.48500000000000004,motor,mixed,17
MSC01,0.4928571428571429,motor,mem,17
MSC02,0.5142857142857143,motor,mem,17
MSC03,0.4785714285714286,motor,mem,17
MSC04,0.4942857142857143,motor,mem,17
MSC05,0.4928571428571429,motor,mem,17
MSC06,0.5185714285714285,motor,mem,17
MSC07,0.5178571428571429,motor,mem,17
MSC10,0.4828571428571428,motor,mem,17
MSC01,0.5142857142857143,mixed,mem,18
MSC02,0.5078571428571429,mixed,mem,18
MSC03,0.4842857142857144,mixed,mem,18
MSC04,0.48571428571428565,mixed,mem,18
MSC05,0.5292857142857142,mixed,mem,18
MSC06,0.515,mixed,mem,18
MSC07,0.5128571428571429,mixed,mem,18
MSC10,0.5228571428571429,mixed,mem,18
MSC01,0.5178571428571429,mixed,motor,18
MSC02,0.5149999999999999,mixed,motor,18
MSC03,0.5021428571428571,mixed,motor,18
MSC04,0.5242857142857144,mixed,motor,18
MSC05,0.46428571428571436,mixed,motor,18
MSC06,0.5435714285714285,mixed,motor,18
MSC07,0.48142857142857143,mixed,motor,18
MSC10,0.5107142857142858,mixed,motor,18
MSC01,0.465,mem,mixed,18
MSC02,0.49214285714285716,mem,mixed,18
MSC03,0.5085714285714287,mem,mixed,18
MSC04,0.5078571428571428,mem,mixed,18
MSC05,0.47785714285714287,mem,mixed,18
MSC06,0.5185714285714286,mem,mixed,18
MSC07,0.4957142857142857,mem,mixed,18
MSC10,0.5057142857142857,mem,mixed,18
MSC01,0.49857142857142855,mem,motor,18
MSC02,0.5185714285714286,mem,motor,18
MSC03,0.5135714285714286,mem,motor,18
MSC04,0.5264285714285714,mem,motor,18
MSC05,0.5057142857142857,mem,motor,18
MSC06,0.4721428571428571,mem,motor,18
MSC07,0.48571428571428577,mem,motor,18
MSC10,0.47928571428571426,mem,motor,18
MSC01,0.49571428571428566,motor,mixed,18
MSC02,0.5085714285714287,motor,mixed,18
MSC03,0.4857142857142857,motor,mixed,18
MSC04,0.49000000000000005,motor,mixed,18
MSC05,0.5064285714285716,motor,mixed,18
MSC06,0.5028571428571429,motor,mixed,18
MSC07,0.48785714285714293,motor,mixed,18
MSC10,0.5278571428571428,motor,mixed,18
MSC01,0.4864285714285715,motor,mem,18
MSC02,0.53,motor,mem,18
MSC03,0.4992857142857143,motor,mem,18
MSC04,0.505,motor,mem,18
MSC05,0.4928571428571429,motor,mem,18
MSC06,0.5107142857142858,motor,mem,18
MSC07,0.4928571428571429,motor,mem,18
MSC10,0.48857142857142855,motor,mem,18
MSC01,0.4957142857142857,mixed,mem,19
MSC02,0.5057142857142857,mixed,mem,19
MSC03,0.5235714285714286,mixed,mem,19
MSC04,0.4892857142857143,mixed,mem,19
MSC05,0.48999999999999994,mixed,mem,19
MSC06,0.47785714285714287,mixed,mem,19
MSC07,0.5064285714285715,mixed,mem,19
MSC10,0.5014285714285716,mixed,mem,19
MSC01,0.48285714285714293,mixed,motor,19
MSC02,0.5042857142857143,mixed,motor,19
MSC03,0.49428571428571433,mixed,motor,19
MSC04,0.49785714285714294,mixed,motor,19
MSC05,0.49642857142857144,mixed,motor,19
MSC06,0.5014285714285714,mixed,motor,19
MSC07,0.5028571428571429,mixed,motor,19
MSC10,0.5007142857142857,mixed,motor,19
MSC01,0.4935714285714286,mem,mixed,19
MSC02,0.5171428571428572,mem,mixed,19
MSC03,0.4992857142857143,mem,mixed,19
MSC04,0.5028571428571429,mem,mixed,19
MSC05,0.4985714285714286,mem,mixed,19
MSC06,0.48714285714285716,mem,mixed,19
MSC07,0.495,mem,mixed,19
MSC10,0.4878571428571429,mem,mixed,19
MSC01,0.48214285714285715,mem,motor,19
MSC02,0.49214285714285716,mem,motor,19
MSC03,0.5142857142857142,mem,motor,19
MSC04,0.49142857142857144,mem,motor,19
MSC05,0.5221428571428571,mem,motor,19
MSC06,0.5,mem,motor,19
MSC07,0.4878571428571429,mem,motor,19
MSC10,0.5128571428571428,mem,motor,19
MSC01,0.5192857142857142,motor,mixed,19
MSC02,0.4764285714285714,motor,mixed,19
MSC03,0.4992857142857142,motor,mixed,19
MSC04,0.5035714285714284,motor,mixed,19
MSC05,0.485,motor,mixed,19
MSC06,0.47500000000000003,motor,mixed,19
MSC07,0.5028571428571429,motor,mixed,19
MSC10,0.5057142857142857,motor,mixed,19
MSC01,0.4735714285714286,motor,mem,19
MSC02,0.5028571428571429,motor,mem,19
MSC03,0.4785714285714286,motor,mem,19
MSC04,0.4957142857142857,motor,mem,19
MSC05,0.5035714285714286,motor,mem,19
MSC06,0.5057142857142857,motor,mem,19
MSC07,0.49071428571428577,motor,mem,19
MSC10,0.4907142857142857,motor,mem,19
MSC01,0.5035714285714287,mixed,mem,20
MSC02,0.4835714285714286,mixed,mem,20
MSC03,0.4985714285714286,mixed,mem,20
MSC04,0.5157142857142857,mixed,mem,20
MSC05,0.4942857142857143,mixed,mem,20
MSC06,0.49142857142857144,mixed,mem,20
MSC07,0.4828571428571428,mixed,mem,20
MSC10,0.48642857142857154,mixed,mem,20
MSC01,0.5164285714285713,mixed,motor,20
MSC02,0.5121428571428572,mixed,motor,20
MSC03,0.5007142857142857,mixed,motor,20
MSC04,0.5299999999999999,mixed,motor,20
MSC05,0.48785714285714293,mixed,motor,20
MSC06,0.49785714285714283,mixed,motor,20
MSC07,0.48999999999999994,mixed,motor,20
MSC10,0.5178571428571429,mixed,motor,20
MSC01,0.5050000000000001,mem,mixed,20
MSC02,0.4842857142857143,mem,mixed,20
MSC03,0.5135714285714286,mem,mixed,20
MSC04,0.4921428571428571,mem,mixed,20
MSC05,0.485,mem,mixed,20
MSC06,0.5064285714285715,mem,mixed,20
MSC07,0.5207142857142858,mem,mixed,20
MSC10,0.49500000000000005,mem,mixed,20
MSC01,0.5107142857142857,mem,motor,20
MSC02,0.5028571428571428,mem,motor,20
MSC03,0.48428571428571426,mem,motor,20
MSC04,0.48999999999999994,mem,motor,20
MSC05,0.5035714285714286,mem,motor,20
MSC06,0.5178571428571429,mem,motor,20
MSC07,0.4935714285714286,mem,motor,20
MSC10,0.5057142857142857,mem,motor,20
MSC01,0.4907142857142857,motor,mixed,20
MSC02,0.5071428571428571,motor,mixed,20
MSC03,0.5064285714285715,motor,mixed,20
MSC04,0.5028571428571428,motor,mixed,20
MSC05,0.4785714285714286,motor,mixed,20
MSC06,0.4978571428571429,motor,mixed,20
MSC07,0.5,motor,mixed,20
MSC10,0.4835714285714286,motor,mixed,20
MSC01,0.5185714285714286,motor,mem,20
MSC02,0.5192857142857142,motor,mem,20
MSC03,0.5071428571428571,motor,mem,20
MSC04,0.5185714285714286,motor,mem,20
MSC05,0.5192857142857144,motor,mem,20
MSC06,0.4985714285714286,motor,mem,20
MSC07,0.5057142857142858,motor,mem,20
MSC10,0.4942857142857143,motor,mem,20
MSC01,0.5028571428571429,mixed,mem,21
MSC02,0.5114285714285713,mixed,mem,21
MSC03,0.47857142857142854,mixed,mem,21
MSC04,0.49214285714285716,mixed,mem,21
MSC05,0.4857142857142857,mixed,mem,21
MSC06,0.49571428571428566,mixed,mem,21
MSC07,0.48071428571428576,mixed,mem,21
MSC10,0.4935714285714286,mixed,mem,21
MSC01,0.4857142857142857,mixed,motor,21
MSC02,0.5092857142857142,mixed,motor,21
MSC03,0.4878571428571429,mixed,motor,21
MSC04,0.48,mixed,motor,21
MSC05,0.49214285714285716,mixed,motor,21
MSC06,0.48928571428571427,mixed,motor,21
MSC07,0.4828571428571428,mixed,motor,21
MSC10,0.5214285714285714,mixed,motor,21
MSC01,0.47857142857142854,mem,mixed,21
MSC02,0.49785714285714283,mem,mixed,21
MSC03,0.4807142857142857,mem,mixed,21
MSC04,0.5214285714285715,mem,mixed,21
MSC05,0.49214285714285716,mem,mixed,21
MSC06,0.5021428571428571,mem,mixed,21
MSC07,0.5157142857142858,mem,mixed,21
MSC10,0.48000000000000004,mem,mixed,21
MSC01,0.5314285714285714,mem,motor,21
MSC02,0.495,mem,motor,21
MSC03,0.5078571428571429,mem,motor,21
MSC04,0.49214285714285716,mem,motor,21
MSC05,0.5371428571428571,mem,motor,21
MSC06,0.48428571428571426,mem,motor,21
MSC07,0.48642857142857154,mem,motor,21
MSC10,0.5242857142857144,mem,motor,21
MSC01,0.4935714285714286,motor,mixed,21
MSC02,0.5042857142857143,motor,mixed,21
MSC03,0.47857142857142865,motor,mixed,21
MSC04,0.505,motor,mixed,21
MSC05,0.5057142857142857,motor,mixed,21
MSC06,0.5021428571428572,motor,mixed,21
MSC07,0.49000000000000005,motor,mixed,21
MSC10,0.5285714285714286,motor,mixed,21
MSC01,0.5021428571428571,motor,mem,21
MSC02,0.5285714285714286,motor,mem,21
MSC03,0.48571428571428565,motor,mem,21
MSC04,0.5007142857142858,motor,mem,21
MSC05,0.5078571428571428,motor,mem,21
MSC06,0.5057142857142857,motor,mem,21
MSC07,0.5114285714285715,motor,mem,21
MSC10,0.4978571428571429,motor,mem,21
MSC01,0.5121428571428571,mixed,mem,22
MSC02,0.5064285714285715,mixed,mem,22
MSC03,0.49071428571428577,mixed,mem,22
MSC04,0.48928571428571427,mixed,mem,22
MSC05,0.5042857142857143,mixed,mem,22
MSC06,0.48857142857142855,mixed,mem,22
MSC07,0.48999999999999994,mixed,mem,22
MSC10,0.4928571428571428,mixed,mem,22
MSC01,0.48142857142857143,mixed,motor,22
MSC02,0.47000000000000003,mixed,motor,22
MSC03,0.5092857142857143,mixed,motor,22
MSC04,0.5007142857142858,mixed,motor,22
MSC05,0.51,mixed,motor,22
MSC06,0.4992857142857143,mixed,motor,22
MSC07,0.49642857142857144,mixed,motor,22
MSC10,0.5364285714285714,mixed,motor,22
MSC01,0.5007142857142857,mem,mixed,22
MSC02,0.5114285714285715,mem,mixed,22
MSC03,0.4957142857142856,mem,mixed,22
MSC04,0.4978571428571429,mem,mixed,22
MSC05,0.5107142857142858,mem,mixed,22
MSC06,0.4992857142857143,mem,mixed,22
MSC07,0.49714285714285716,mem,mixed,22
MSC10,0.4878571428571429,mem,mixed,22
MSC01,0.4864285714285715,mem,motor,22
MSC02,0.4764285714285714,mem,motor,22
MSC03,0.49071428571428577,mem,motor,22
MSC04,0.5021428571428572,mem,motor,22
MSC05,0.5135714285714286,mem,motor,22
MSC06,0.51,mem,motor,22
MSC07,0.4942857142857142,mem,motor,22
MSC10,0.48928571428571427,mem,motor,22
MSC01,0.5071428571428572,motor,mixed,22
MSC02,0.49142857142857144,motor,mixed,22
MSC03,0.48000000000000004,motor,mixed,22
MSC04,0.51,motor,mixed,22
MSC05,0.5028571428571429,motor,mixed,22
MSC06,0.5121428571428571,motor,mixed,22
MSC07,0.5007142857142857,motor,mixed,22
MSC10,0.4992857142857143,motor,mixed,22
MSC01,0.4821428571428572,motor,mem,22
MSC02,0.5071428571428571,motor,mem,22
MSC03,0.5192857142857144,motor,mem,22
MSC04,0.5028571428571429,motor,mem,22
MSC05,0.5121428571428571,motor,mem,22
MSC06,0.5185714285714286,motor,mem,22
MSC07,0.49500000000000005,motor,mem,22
MSC10,0.48571428571428577,motor,mem,22
MSC01,0.4842857142857143,mixed,mem,23
MSC02,0.5214285714285715,mixed,mem,23
MSC03,0.4721428571428571,mixed,mem,23
MSC04,0.5007142857142857,mixed,mem,23
MSC05,0.4842857142857144,mixed,mem,23
MSC06,0.4657142857142858,mixed,mem,23
MSC07,0.5007142857142858,mixed,mem,23
MSC10,0.47214285714285714,mixed,mem,23
MSC01,0.5214285714285715,mixed,motor,23
MSC02,0.51,mixed,motor,23
MSC03,0.465,mixed,motor,23
MSC04,0.4714285714285715,mixed,motor,23
MSC05,0.53,mixed,motor,23
MSC06,0.5135714285714287,mixed,motor,23
MSC07,0.4842857142857143,mixed,motor,23
MSC10,0.5264285714285716,mixed,motor,23
MSC01,0.5071428571428571,mem,mixed,23
MSC02,0.5092857142857143,mem,mixed,23
MSC03,0.5071428571428572,mem,mixed,23
MSC04,0.4807142857142857,mem,mixed,23
MSC05,0.5121428571428571,mem,mixed,23
MSC06,0.49714285714285716,mem,mixed,23
MSC07,0.4885714285714286,mem,mixed,23
MSC10,0.5107142857142858,mem,mixed,23
MSC01,0.48214285714285715,mem,motor,23
MSC02,0.5321428571428571,mem,motor,23
MSC03,0.4864285714285714,mem,motor,23
MSC04,0.46,mem,motor,23
MSC05,0.5357142857142857,mem,motor,23
MSC06,0.4935714285714286,mem,motor,23
MSC07,0.4828571428571428,mem,motor,23
MSC10,0.5114285714285715,mem,motor,23
MSC01,0.5121428571428571,motor,mixed,23
MSC02,0.49142857142857144,motor,mixed,23
MSC03,0.5078571428571429,motor,mixed,23
MSC04,0.485,motor,mixed,23
MSC05,0.5,motor,mixed,23
MSC06,0.5028571428571429,motor,mixed,23
MSC07,0.4992857142857142,motor,mixed,23
MSC10,0.495,motor,mixed,23
MSC01,0.5014285714285714,motor,mem,23
MSC02,0.4842857142857143,motor,mem,23
MSC03,0.4878571428571429,motor,mem,23
MSC04,0.48928571428571427,motor,mem,23
MSC05,0.5185714285714286,motor,mem,23
MSC06,0.5014285714285716,motor,mem,23
MSC07,0.49500000000000005,motor,mem,23
MSC10,0.5114285714285713,motor,mem,23
MSC01,0.5121428571428571,mixed,mem,24
MSC02,0.4957142857142857,mixed,mem,24
MSC03,0.4942857142857143,mixed,mem,24
MSC04,0.49571428571428566,mixed,mem,24
MSC05,0.5014285714285716,mixed,mem,24
MSC06,0.5007142857142857,mixed,mem,24
MSC07,0.49499999999999994,mixed,mem,24
MSC10,0.5078571428571429,mixed,mem,24
MSC01,0.5278571428571428,mixed,motor,24
MSC02,0.5135714285714287,mixed,motor,24
MSC03,0.5035714285714287,mixed,motor,24
MSC04,0.48428571428571426,mixed,motor,24
MSC05,0.5057142857142857,mixed,motor,24
MSC06,0.4971428571428572,mixed,motor,24
MSC07,0.5192857142857142,mixed,motor,24
MSC10,0.5228571428571429,mixed,motor,24
MSC01,0.49000000000000005,mem,mixed,24
MSC02,0.47857142857142854,mem,mixed,24
MSC03,0.5192857142857142,mem,mixed,24
MSC04,0.505,mem,mixed,24
MSC05,0.4992857142857143,mem,mixed,24
MSC06,0.5078571428571428,mem,mixed,24
MSC07,0.4992857142857144,mem,mixed,24
MSC10,0.5085714285714286,mem,mixed,24
MSC01,0.4957142857142857,mem,motor,24
MSC02,0.4935714285714285,mem,motor,24
MSC03,0.4785714285714286,mem,motor,24
MSC04,0.48357142857142854,mem,motor,24
MSC05,0.5292857142857142,mem,motor,24
MSC06,0.5064285714285713,mem,motor,24
MSC07,0.4642857142857143,mem,motor,24
MSC10,0.49428571428571433,mem,motor,24
MSC01,0.5157142857142857,motor,mixed,24
MSC02,0.5128571428571428,motor,mixed,24
MSC03,0.49428571428571433,motor,mixed,24
MSC04,0.5021428571428571,motor,mixed,24
MSC05,0.4935714285714286,motor,mixed,24
MSC06,0.505,motor,mixed,24
MSC07,0.49571428571428566,motor,mixed,24
MSC10,0.5064285714285715,motor,mixed,24
MSC01,0.4807142857142856,motor,mem,24
MSC02,0.49642857142857144,motor,mem,24
MSC03,0.51,motor,mem,24
MSC04,0.4992857142857143,motor,mem,24
MSC05,0.5114285714285715,motor,mem,24
MSC06,0.5092857142857143,motor,mem,24
MSC07,0.4942857142857143,motor,mem,24
MSC10,0.53,motor,mem,24
MSC01,0.49857142857142855,mixed,mem,25
MSC02,0.5071428571428572,mixed,mem,25
MSC03,0.5028571428571428,mixed,mem,25
