,sub,task,acc,Network_A,Network_B
21,MSC06,glass,0.7777777777777778,default,auditory
22,MSC06,motor,0.9629629629629629,default,auditory
23,MSC06,mem,1.0,default,auditory
24,MSC07,semantic,0.9,default,auditory
25,MSC07,glass,0.9,default,auditory
26,MSC07,motor,0.8333333333333334,default,auditory
27,MSC07,mem,0.9,default,auditory
28,MSC10,semantic,0.85,default,auditory
29,MSC10,glass,0.7,default,auditory
30,MSC10,motor,0.9,default,auditory
31,MSC10,mem,0.9,default,auditory
0,MSC01,semantic,1.0,default,pmn
1,MSC01,glass,0.8,default,pmn
2,MSC01,motor,0.95,default,pmn
3,MSC01,mem,0.95,default,pmn
4,MSC02,semantic,0.9,default,pmn
5,MSC02,glass,0.8,default,pmn
6,MSC02,motor,0.8,default,pmn
7,MSC02,mem,0.8,default,pmn
8,MSC03,semantic,0.9,default,pmn
9,MSC03,glass,0.9,default,pmn
10,MSC03,motor,0.8,default,pmn
11,MSC03,mem,0.6666666666666666,default,pmn
12,MSC04,semantic,0.9,default,pmn
13,MSC04,glass,0.9,default,pmn
14,MSC04,motor,0.9,default,pmn
15,MSC04,mem,0.85,default,pmn
16,MSC05,semantic,0.85,default,pmn
17,MSC05,glass,0.85,default,pmn
18,MSC05,motor,0.85,default,pmn
19,MSC05,mem,0.95,default,pmn
20,MSC06,semantic,0.9,default,pmn
21,MSC06,glass,0.8888888888888888,default,pmn
22,MSC06,motor,0.8888888888888888,default,pmn
23,MSC06,mem,0.95,default,pmn
24,MSC07,semantic,0.95,default,pmn
25,MSC07,glass,0.85,default,pmn
26,MSC07,motor,0.8518518518518517,default,pmn
27,MSC07,mem,0.85,default,pmn
28,MSC10,semantic,0.8,default,pmn
29,MSC10,glass,0.85,default,pmn
30,MSC10,motor,0.85,default,pmn
31,MSC10,mem,0.7,default,pmn
0,MSC01,semantic,0.85,default,pon
1,MSC01,glass,0.8,default,pon
2,MSC01,motor,0.95,default,pon
3,MSC01,mem,0.9,default,pon
4,MSC02,semantic,0.65,default,pon
5,MSC02,glass,0.6,default,pon
6,MSC02,motor,0.75,default,pon
7,MSC02,mem,0.85,default,pon
8,MSC03,semantic,0.75,default,pon
9,MSC03,glass,0.75,default,pon
10,MSC03,motor,0.8,default,pon
11,MSC03,mem,0.8125,default,pon
12,MSC04,semantic,0.95,default,pon
13,MSC04,glass,0.9,default,pon
14,MSC04,motor,0.95,default,pon
15,MSC04,mem,0.95,default,pon
16,MSC05,semantic,0.75,default,pon
17,MSC05,glass,0.8,default,pon
18,MSC05,motor,0.9,default,pon
19,MSC05,mem,0.95,default,pon
20,MSC06,semantic,0.85,default,pon
21,MSC06,glass,0.7222222222222222,default,pon
22,MSC06,motor,0.8888888888888888,default,pon
23,MSC06,mem,0.95,default,pon
24,MSC07,semantic,0.8,default,pon
25,MSC07,glass,0.9,default,pon
26,MSC07,motor,0.8888888888888888,default,pon
27,MSC07,mem,0.9,default,pon
28,MSC10,semantic,0.75,default,pon
29,MSC10,glass,0.7,default,pon
30,MSC10,motor,1.0,default,pon
31,MSC10,mem,0.75,default,pon
0,MSC01,semantic,0.95,visual,fp
1,MSC01,glass,1.0,visual,fp
2,MSC01,motor,1.0,visual,fp
3,MSC01,mem,1.0,visual,fp
4,MSC02,semantic,0.9,visual,fp
5,MSC02,glass,0.7,visual,fp
6,MSC02,motor,0.9,visual,fp
7,MSC02,mem,1.0,visual,fp
8,MSC03,semantic,0.8,visual,fp
9,MSC03,glass,0.75,visual,fp
10,MSC03,motor,0.95,visual,fp
11,MSC03,mem,0.875,visual,fp
12,MSC04,semantic,0.95,visual,fp
13,MSC04,glass,0.95,visual,fp
14,MSC04,motor,0.95,visual,fp
15,MSC04,mem,0.95,visual,fp
16,MSC05,semantic,0.95,visual,fp
17,MSC05,glass,0.95,visual,fp
18,MSC05,motor,0.95,visual,fp
19,MSC05,mem,1.0,visual,fp
20,MSC06,semantic,0.85,visual,fp
21,MSC06,glass,0.6666666666666666,visual,fp
22,MSC06,motor,1.0,visual,fp
23,MSC06,mem,0.95,visual,fp
24,MSC07,semantic,0.95,visual,fp
25,MSC07,glass,0.85,visual,fp
26,MSC07,motor,0.8888888888888888,visual,fp
27,MSC07,mem,1.0,visual,fp
28,MSC10,semantic,0.65,visual,fp
29,MSC10,glass,0.6,visual,fp
30,MSC10,motor,0.95,visual,fp
31,MSC10,mem,0.9,visual,fp
0,MSC01,semantic,0.95,visual,dan
1,MSC01,glass,0.9,visual,dan
2,MSC01,motor,0.95,visual,dan
3,MSC01,mem,1.0,visual,dan
4,MSC02,semantic,0.9,visual,dan
5,MSC02,glass,0.75,visual,dan
6,MSC02,motor,0.95,visual,dan
7,MSC02,mem,1.0,visual,dan
8,MSC03,semantic,0.85,visual,dan
9,MSC03,glass,0.85,visual,dan
10,MSC03,motor,1.0,visual,dan
11,MSC03,mem,0.9375,visual,dan
12,MSC04,semantic,1.0,visual,dan
13,MSC04,glass,1.0,visual,dan
14,MSC04,motor,0.95,visual,dan
15,MSC04,mem,0.95,visual,dan
16,MSC05,semantic,0.95,visual,dan
17,MSC05,glass,0.85,visual,dan
18,MSC05,motor,1.0,visual,dan
19,MSC05,mem,1.0,visual,dan
20,MSC06,semantic,0.9,visual,dan
21,MSC06,glass,0.8333333333333334,visual,dan
22,MSC06,motor,0.9444444444444444,visual,dan
23,MSC06,mem,0.95,visual,dan
24,MSC07,semantic,0.9,visual,dan
25,MSC07,glass,0.85,visual,dan
26,MSC07,motor,0.8333333333333334,visual,dan
27,MSC07,mem,1.0,visual,dan
28,MSC10,semantic,0.7,visual,dan
29,MSC10,glass,0.75,visual,dan
30,MSC10,motor,1.0,visual,dan
31,MSC10,mem,0.95,visual,dan
0,MSC01,semantic,1.0,visual,van
1,MSC01,glass,0.85,visual,van
2,MSC01,motor,0.95,visual,van
3,MSC01,mem,0.95,visual,van
4,MSC02,semantic,0.95,visual,van
5,MSC02,glass,0.85,visual,van
6,MSC02,motor,0.9,visual,van
7,MSC02,mem,1.0,visual,van
8,MSC03,semantic,0.8,visual,van
9,MSC03,glass,0.9,visual,van
10,MSC03,motor,0.95,visual,van
11,MSC03,mem,1.0,visual,van
12,MSC04,semantic,0.9,visual,van
13,MSC04,glass,0.85,visual,van
14,MSC04,motor,1.0,visual,van
15,MSC04,mem,1.0,visual,van
16,MSC05,semantic,0.95,visual,van
17,MSC05,glass,0.9,visual,van
18,MSC05,motor,0.9,visual,van
19,MSC05,mem,1.0,visual,van
20,MSC06,semantic,0.85,visual,van
21,MSC06,glass,0.6851851851851851,visual,van
22,MSC06,motor,0.9629629629629629,visual,van
23,MSC06,mem,1.0,visual,van
24,MSC07,semantic,0.9,visual,van
25,MSC07,glass,0.9,visual,van
26,MSC07,motor,0.9444444444444444,visual,van
27,MSC07,mem,0.95,visual,van
28,MSC10,semantic,0.6,visual,van
29,MSC10,glass,0.55,visual,van
30,MSC10,motor,1.0,visual,van
31,MSC10,mem,0.95,visual,van
0,MSC01,semantic,0.9,visual,salience
1,MSC01,glass,0.85,visual,salience
2,MSC01,motor,0.9,visual,salience
3,MSC01,mem,0.9,visual,salience
4,MSC02,semantic,0.75,visual,salience
5,MSC02,glass,0.55,visual,salience
6,MSC02,motor,0.75,visual,salience
7,MSC02,mem,0.7,visual,salience
8,MSC03,semantic,0.8,visual,salience
9,MSC03,glass,0.8,visual,salience
10,MSC03,motor,0.95,visual,salience
11,MSC03,mem,0.9375,visual,salience
12,MSC04,semantic,0.85,visual,salience
13,MSC04,glass,0.9,visual,salience
14,MSC04,motor,0.8,visual,salience
15,MSC04,mem,0.75,visual,salience
16,MSC05,semantic,0.85,visual,salience
17,MSC05,glass,0.85,visual,salience
18,MSC05,motor,0.9,visual,salience
19,MSC05,mem,1.0,visual,salience
20,MSC06,semantic,0.6,visual,salience
21,MSC06,glass,0.5185185185185185,visual,salience
22,MSC06,motor,0.9444444444444444,visual,salience
23,MSC06,mem,0.8,visual,salience
24,MSC07,semantic,0.9,visual,salience
25,MSC07,glass,0.9,visual,salience
26,MSC07,motor,0.8333333333333334,visual,salience
27,MSC07,mem,0.8,visual,salience
28,MSC10,semantic,0.85,visual,salience
29,MSC10,glass,0.75,visual,salience
30,MSC10,motor,0.95,visual,salience
31,MSC10,mem,0.9,visual,salience
0,MSC01,semantic,1.0,visual,co
1,MSC01,glass,0.85,visual,co
2,MSC01,motor,1.0,visual,co
3,MSC01,mem,0.95,visual,co
4,MSC02,semantic,0.95,visual,co
5,MSC02,glass,0.7,visual,co
6,MSC02,motor,1.0,visual,co
7,MSC02,mem,0.6,visual,co
8,MSC03,semantic,0.95,visual,co
9,MSC03,glass,0.85,visual,co
10,MSC03,motor,1.0,visual,co
11,MSC03,mem,1.0,visual,co
12,MSC04,semantic,0.9,visual,co
13,MSC04,glass,0.85,visual,co
14,MSC04,motor,1.0,visual,co
15,MSC04,mem,1.0,visual,co
16,MSC05,semantic,0.95,visual,co
17,MSC05,glass,0.95,visual,co
18,MSC05,motor,1.0,visual,co
19,MSC05,mem,0.95,visual,co
20,MSC06,semantic,0.9,visual,co
21,MSC06,glass,0.7407407407407407,visual,co
22,MSC06,motor,1.0,visual,co
23,MSC06,mem,1.0,visual,co
24,MSC07,semantic,1.0,visual,co
25,MSC07,glass,0.85,visual,co
26,MSC07,motor,0.9074074074074073,visual,co
27,MSC07,mem,0.85,visual,co
28,MSC10,semantic,0.65,visual,co
29,MSC10,glass,0.75,visual,co
30,MSC10,motor,1.0,visual,co
31,MSC10,mem,0.8,visual,co
0,MSC01,semantic,0.95,visual,sm
1,MSC01,glass,0.85,visual,sm
2,MSC01,motor,0.95,visual,sm
3,MSC01,mem,1.0,visual,sm
4,MSC02,semantic,0.8,visual,sm
5,MSC02,glass,0.7,visual,sm
6,MSC02,motor,1.0,visual,sm
7,MSC02,mem,0.95,visual,sm
8,MSC03,semantic,0.9,visual,sm
9,MSC03,glass,0.85,visual,sm
10,MSC03,motor,0.95,visual,sm
11,MSC03,mem,1.0,visual,sm
12,MSC04,semantic,0.7,visual,sm
13,MSC04,glass,0.85,visual,sm
14,MSC04,motor,0.95,visual,sm
15,MSC04,mem,0.9,visual,sm
16,MSC05,semantic,0.8,visual,sm
17,MSC05,glass,0.9,visual,sm
18,MSC05,motor,0.95,visual,sm
19,MSC05,mem,1.0,visual,sm
20,MSC06,semantic,0.7,visual,sm
21,MSC06,glass,0.5185185185185185,visual,sm
22,MSC06,motor,0.8888888888888888,visual,sm
23,MSC06,mem,1.0,visual,sm
24,MSC07,semantic,0.8,visual,sm
25,MSC07,glass,0.85,visual,sm
26,MSC07,motor,0.8888888888888888,visual,sm
27,MSC07,mem,0.9,visual,sm
28,MSC10,semantic,0.6,visual,sm
29,MSC10,glass,0.65,visual,sm
30,MSC10,motor,0.95,visual,sm
31,MSC10,mem,0.9,visual,sm
0,MSC01,semantic,0.9,visual,sm-lat
1,MSC01,glass,0.8,visual,sm-lat
2,MSC01,motor,0.9,visual,sm-lat
3,MSC01,mem,0.95,visual,sm-lat
4,MSC02,semantic,0.8,visual,sm-lat
5,MSC02,glass,0.65,visual,sm-lat
6,MSC02,motor,0.85,visual,sm-lat
7,MSC02,mem,0.85,visual,sm-lat
8,MSC03,semantic,0.8,visual,sm-lat
9,MSC03,glass,0.65,visual,sm-lat
10,MSC03,motor,0.95,visual,sm-lat
11,MSC03,mem,0.875,visual,sm-lat
12,MSC04,semantic,0.6,visual,sm-lat
13,MSC04,glass,0.75,visual,sm-lat
14,MSC04,motor,0.75,visual,sm-lat
15,MSC04,mem,0.8,visual,sm-lat
16,MSC05,semantic,0.8,visual,sm-lat
17,MSC05,glass,0.6,visual,sm-lat
18,MSC05,motor,0.8,visual,sm-lat
19,MSC05,mem,0.9,visual,sm-lat
20,MSC06,semantic,0.7,visual,sm-lat
21,MSC06,glass,0.6851851851851851,visual,sm-lat
22,MSC06,motor,0.8333333333333334,visual,sm-lat
23,MSC06,mem,0.9,visual,sm-lat
24,MSC07,semantic,0.75,visual,sm-lat
25,MSC07,glass,0.85,visual,sm-lat
26,MSC07,motor,0.7777777777777778,visual,sm-lat
27,MSC07,mem,0.8,visual,sm-lat
28,MSC10,semantic,0.75,visual,sm-lat
29,MSC10,glass,0.8,visual,sm-lat
30,MSC10,motor,0.9,visual,sm-lat
31,MSC10,mem,1.0,visual,sm-lat
0,MSC01,semantic,0.8,visual,auditory
1,MSC01,glass,0.75,visual,auditory
2,MSC01,motor,0.9,visual,auditory
3,MSC01,mem,0.85,visual,auditory
4,MSC02,semantic,0.9,visual,auditory
5,MSC02,glass,0.8,visual,auditory
6,MSC02,motor,1.0,visual,auditory
7,MSC02,mem,0.8,visual,auditory
8,MSC03,semantic,0.8,visual,auditory
9,MSC03,glass,0.85,visual,auditory
10,MSC03,motor,1.0,visual,auditory
11,MSC03,mem,0.8125,visual,auditory
12,MSC04,semantic,0.75,visual,auditory
13,MSC04,glass,0.75,visual,auditory
14,MSC04,motor,0.95,visual,auditory
15,MSC04,mem,0.9,visual,auditory
16,MSC05,semantic,0.95,visual,auditory
17,MSC05,glass,0.65,visual,auditory
18,MSC05,motor,1.0,visual,auditory
19,MSC05,mem,0.95,visual,auditory
20,MSC06,semantic,0.8,visual,auditory
21,MSC06,glass,0.7407407407407407,visual,auditory
22,MSC06,motor,0.9074074074074073,visual,auditory
23,MSC06,mem,0.9,visual,auditory
24,MSC07,semantic,0.75,visual,auditory
25,MSC07,glass,0.9,visual,auditory
26,MSC07,motor,0.9074074074074073,visual,auditory
27,MSC07,mem,0.9,visual,auditory
28,MSC10,semantic,0.7,visual,auditory
29,MSC10,glass,0.75,visual,auditory
30,MSC10,motor,0.9,visual,auditory
31,MSC10,mem,0.9,visual,auditory
0,MSC01,semantic,0.9,visual,pmn
1,MSC01,glass,0.9,visual,pmn
2,MSC01,motor,0.9,visual,pmn
3,MSC01,mem,0.95,visual,pmn
4,MSC02,semantic,0.8,visual,pmn
5,MSC02,glass,0.75,visual,pmn
6,MSC02,motor,0.95,visual,pmn
7,MSC02,mem,0.8,visual,pmn
8,MSC03,semantic,0.9,visual,pmn
9,MSC03,glass,0.8,visual,pmn
10,MSC03,motor,0.85,visual,pmn
11,MSC03,mem,0.875,visual,pmn
12,MSC04,semantic,0.95,visual,pmn
13,MSC04,glass,0.9,visual,pmn
14,MSC04,motor,0.85,visual,pmn
15,MSC04,mem,1.0,visual,pmn
16,MSC05,semantic,0.8,visual,pmn
17,MSC05,glass,0.85,visual,pmn
18,MSC05,motor,0.8,visual,pmn
19,MSC05,mem,0.9,visual,pmn
20,MSC06,semantic,0.9,visual,pmn
21,MSC06,glass,0.7222222222222222,visual,pmn
22,MSC06,motor,0.9444444444444444,visual,pmn
23,MSC06,mem,0.75,visual,pmn
24,MSC07,semantic,1.0,visual,pmn
25,MSC07,glass,0.8,visual,pmn
26,MSC07,motor,0.7777777777777778,visual,pmn
27,MSC07,mem,0.85,visual,pmn
28,MSC10,semantic,0.65,visual,pmn
29,MSC10,glass,0.8,visual,pmn
30,MSC10,motor,0.9,visual,pmn
31,MSC10,mem,0.7,visual,pmn
0,MSC01,semantic,0.85,visual,pon
1,MSC01,glass,0.9,visual,pon
2,MSC01,motor,0.85,visual,pon
3,MSC01,mem,0.95,visual,pon
4,MSC02,semantic,0.7,visual,pon
5,MSC02,glass,0.65,visual,pon
6,MSC02,motor,0.9,visual,pon
7,MSC02,mem,0.9,visual,pon
8,MSC03,semantic,0.8,visual,pon
9,MSC03,glass,0.8,visual,pon
10,MSC03,motor,0.8,visual,pon
11,MSC03,mem,0.9375,visual,pon
12,MSC04,semantic,0.9,visual,pon
13,MSC04,glass,0.9,visual,pon
14,MSC04,motor,0.85,visual,pon
15,MSC04,mem,1.0,visual,pon
16,MSC05,semantic,0.85,visual,pon
17,MSC05,glass,0.75,visual,pon
18,MSC05,motor,0.9,visual,pon
19,MSC05,mem,0.85,visual,pon
20,MSC06,semantic,0.9,visual,pon
21,MSC06,glass,0.8888888888888888,visual,pon
22,MSC06,motor,0.9444444444444444,visual,pon
23,MSC06,mem,0.9,visual,pon
24,MSC07,semantic,0.75,visual,pon
25,MSC07,glass,0.7,visual,pon
26,MSC07,motor,0.8333333333333334,visual,pon
27,MSC07,mem,0.85,visual,pon
28,MSC10,semantic,0.8,visual,pon
29,MSC10,glass,0.65,visual,pon
30,MSC10,motor,0.85,visual,pon
31,MSC10,mem,0.9,visual,pon
0,MSC01,semantic,1.0,fp,dan
1,MSC01,glass,1.0,fp,dan
2,MSC01,motor,1.0,fp,dan
3,MSC01,mem,1.0,fp,dan
4,MSC02,semantic,0.85,fp,dan
5,MSC02,glass,0.85,fp,dan
6,MSC02,motor,0.95,fp,dan
7,MSC02,mem,1.0,fp,dan
8,MSC03,semantic,0.95,fp,dan
9,MSC03,glass,0.8,fp,dan
10,MSC03,motor,0.95,fp,dan
11,MSC03,mem,0.9375,fp,dan
12,MSC04,semantic,0.95,fp,dan
13,MSC04,glass,0.85,fp,dan
14,MSC04,motor,0.9,fp,dan
15,MSC04,mem,1.0,fp,dan
16,MSC05,semantic,1.0,fp,dan
17,MSC05,glass,0.95,fp,dan
18,MSC05,motor,1.0,fp,dan
19,MSC05,mem,0.95,fp,dan
20,MSC06,semantic,0.95,fp,dan
21,MSC06,glass,0.8888888888888888,fp,dan
22,MSC06,motor,1.0,fp,dan
23,MSC06,mem,0.95,fp,dan
24,MSC07,semantic,1.0,fp,dan
25,MSC07,glass,0.9,fp,dan
26,MSC07,motor,0.8888888888888888,fp,dan
27,MSC07,mem,0.95,fp,dan
28,MSC10,semantic,1.0,fp,dan
29,MSC10,glass,0.85,fp,dan
30,MSC10,motor,0.95,fp,dan
31,MSC10,mem,0.95,fp,dan
0,MSC01,semantic,0.85,fp,van
1,MSC01,glass,0.85,fp,van
2,MSC01,motor,1.0,fp,van
3,MSC01,mem,0.9,fp,van
4,MSC02,semantic,0.85,fp,van
5,MSC02,glass,0.7,fp,van
6,MSC02,motor,0.95,fp,van
7,MSC02,mem,0.85,fp,van
8,MSC03,semantic,0.9,fp,van
9,MSC03,glass,0.85,fp,van
10,MSC03,motor,0.95,fp,van
11,MSC03,mem,0.875,fp,van
12,MSC04,semantic,0.95,fp,van
13,MSC04,glass,1.0,fp,van
14,MSC04,motor,0.85,fp,van
15,MSC04,mem,0.85,fp,van
16,MSC05,semantic,0.95,fp,van
17,MSC05,glass,0.9,fp,van
18,MSC05,motor,1.0,fp,van
19,MSC05,mem,1.0,fp,van
20,MSC06,semantic,0.9,fp,van
21,MSC06,glass,0.8888888888888888,fp,van
22,MSC06,motor,1.0,fp,van
23,MSC06,mem,0.95,fp,van
24,MSC07,semantic,0.95,fp,van
25,MSC07,glass,0.85,fp,van
26,MSC07,motor,0.9444444444444444,fp,van
27,MSC07,mem,1.0,fp,van
28,MSC10,semantic,0.9,fp,van
29,MSC10,glass,0.95,fp,van
30,MSC10,motor,0.95,fp,van
31,MSC10,mem,1.0,fp,van
0,MSC01,semantic,0.9,fp,salience
1,MSC01,glass,0.85,fp,salience
2,MSC01,motor,0.9,fp,salience
3,MSC01,mem,0.9,fp,salience
4,MSC02,semantic,0.9,fp,salience
5,MSC02,glass,0.6,fp,salience
6,MSC02,motor,0.95,fp,salience
7,MSC02,mem,0.9,fp,salience
8,MSC03,semantic,0.75,fp,salience
9,MSC03,glass,0.7,fp,salience
10,MSC03,motor,0.9,fp,salience
11,MSC03,mem,0.875,fp,salience
12,MSC04,semantic,1.0,fp,salience
13,MSC04,glass,0.85,fp,salience
14,MSC04,motor,0.85,fp,salience
15,MSC04,mem,0.85,fp,salience
16,MSC05,semantic,0.9,fp,salience
17,MSC05,glass,0.9,fp,salience
18,MSC05,motor,0.95,fp,salience
19,MSC05,mem,0.95,fp,salience
20,MSC06,semantic,0.95,fp,salience
21,MSC06,glass,0.8888888888888888,fp,salience
22,MSC06,motor,1.0,fp,salience
23,MSC06,mem,1.0,fp,salience
24,MSC07,semantic,0.95,fp,salience
25,MSC07,glass,0.9,fp,salience
26,MSC07,motor,0.9444444444444444,fp,salience
27,MSC07,mem,0.9,fp,salience
28,MSC10,semantic,0.8,fp,salience
29,MSC10,glass,0.65,fp,salience
30,MSC10,motor,0.95,fp,salience
31,MSC10,mem,0.75,fp,salience
0,MSC01,semantic,1.0,fp,co
1,MSC01,glass,0.9,fp,co
2,MSC01,motor,1.0,fp,co
3,MSC01,mem,1.0,fp,co
4,MSC02,semantic,0.8,fp,co
5,MSC02,glass,0.85,fp,co
6,MSC02,motor,0.85,fp,co
7,MSC02,mem,0.95,fp,co
8,MSC03,semantic,0.85,fp,co
9,MSC03,glass,0.8,fp,co
10,MSC03,motor,1.0,fp,co
11,MSC03,mem,0.75,fp,co
12,MSC04,semantic,0.95,fp,co
13,MSC04,glass,0.9,fp,co
14,MSC04,motor,1.0,fp,co
15,MSC04,mem,1.0,fp,co
16,MSC05,semantic,1.0,fp,co
17,MSC05,glass,0.95,fp,co
18,MSC05,motor,1.0,fp,co
19,MSC05,mem,1.0,fp,co
20,MSC06,semantic,0.85,fp,co
21,MSC06,glass,0.7777777777777778,fp,co
22,MSC06,motor,1.0,fp,co
23,MSC06,mem,1.0,fp,co
24,MSC07,semantic,1.0,fp,co
25,MSC07,glass,0.95,fp,co
26,MSC07,motor,0.9444444444444444,fp,co
27,MSC07,mem,1.0,fp,co
28,MSC10,semantic,0.85,fp,co
29,MSC10,glass,0.8,fp,co
30,MSC10,motor,0.9,fp,co
31,MSC10,mem,0.95,fp,co
0,MSC01,semantic,0.95,fp,sm
1,MSC01,glass,0.8,fp,sm
2,MSC01,motor,0.95,fp,sm
3,MSC01,mem,1.0,fp,sm
4,MSC02,semantic,0.55,fp,sm
5,MSC02,glass,0.9,fp,sm
6,MSC02,motor,0.85,fp,sm
7,MSC02,mem,0.75,fp,sm
8,MSC03,semantic,0.75,fp,sm
9,MSC03,glass,0.85,fp,sm
10,MSC03,motor,0.9,fp,sm
11,MSC03,mem,0.8125,fp,sm
12,MSC04,semantic,0.8,fp,sm
13,MSC04,glass,0.85,fp,sm
14,MSC04,motor,0.9,fp,sm
15,MSC04,mem,0.95,fp,sm
16,MSC05,semantic,0.75,fp,sm
17,MSC05,glass,0.95,fp,sm
18,MSC05,motor,0.95,fp,sm
19,MSC05,mem,1.0,fp,sm
20,MSC06,semantic,0.75,fp,sm
21,MSC06,glass,0.6666666666666666,fp,sm
22,MSC06,motor,0.8888888888888888,fp,sm
23,MSC06,mem,0.9,fp,sm
24,MSC07,semantic,0.9,fp,sm
25,MSC07,glass,0.9,fp,sm
26,MSC07,motor,0.7962962962962963,fp,sm
27,MSC07,mem,0.95,fp,sm
28,MSC10,semantic,0.8,fp,sm
29,MSC10,glass,0.7,fp,sm
30,MSC10,motor,0.75,fp,sm
31,MSC10,mem,0.85,fp,sm
0,MSC01,semantic,0.9,fp,sm-lat
1,MSC01,glass,0.8,fp,sm-lat
2,MSC01,motor,0.9,fp,sm-lat
3,MSC01,mem,0.95,fp,sm-lat
4,MSC02,semantic,0.5,fp,sm-lat
5,MSC02,glass,0.8,fp,sm-lat
6,MSC02,motor,0.9,fp,sm-lat
7,MSC02,mem,0.6,fp,sm-lat
8,MSC03,semantic,0.7,fp,sm-lat
9,MSC03,glass,0.65,fp,sm-lat
10,MSC03,motor,0.9,fp,sm-lat
11,MSC03,mem,0.5416666666666666,fp,sm-lat
12,MSC04,semantic,0.75,fp,sm-lat
13,MSC04,glass,1.0,fp,sm-lat
14,MSC04,motor,0.85,fp,sm-lat
15,MSC04,mem,0.8,fp,sm-lat
16,MSC05,semantic,0.7,fp,sm-lat
17,MSC05,glass,0.7,fp,sm-lat
18,MSC05,motor,0.85,fp,sm-lat
19,MSC05,mem,0.8,fp,sm-lat
20,MSC06,semantic,0.65,fp,sm-lat
21,MSC06,glass,0.574074074074074,fp,sm-lat
22,MSC06,motor,0.8518518518518517,fp,sm-lat
23,MSC06,mem,0.85,fp,sm-lat
24,MSC07,semantic,0.8,fp,sm-lat
25,MSC07,glass,0.8,fp,sm-lat
26,MSC07,motor,0.8518518518518517,fp,sm-lat
27,MSC07,mem,0.8,fp,sm-lat
28,MSC10,semantic,0.7,fp,sm-lat
29,MSC10,glass,0.75,fp,sm-lat
30,MSC10,motor,0.85,fp,sm-lat
31,MSC10,mem,0.85,fp,sm-lat
0,MSC01,semantic,0.75,fp,auditory
1,MSC01,glass,0.6,fp,auditory
2,MSC01,motor,0.7,fp,auditory
3,MSC01,mem,0.75,fp,auditory
4,MSC02,semantic,0.7,fp,auditory
5,MSC02,glass,0.85,fp,auditory
6,MSC02,motor,0.85,fp,auditory
7,MSC02,mem,0.75,fp,auditory
8,MSC03,semantic,0.9,fp,auditory
9,MSC03,glass,0.85,fp,auditory
10,MSC03,motor,0.95,fp,auditory
11,MSC03,mem,0.6875,fp,auditory
12,MSC04,semantic,0.85,fp,auditory
13,MSC04,glass,0.75,fp,auditory
14,MSC04,motor,0.8,fp,auditory
15,MSC04,mem,1.0,fp,auditory
16,MSC05,semantic,0.95,fp,auditory
17,MSC05,glass,0.75,fp,auditory
18,MSC05,motor,0.85,fp,auditory
19,MSC05,mem,0.95,fp,auditory
20,MSC06,semantic,0.85,fp,auditory
21,MSC06,glass,0.8333333333333334,fp,auditory
22,MSC06,motor,1.0,fp,auditory
23,MSC06,mem,0.95,fp,auditory
24,MSC07,semantic,0.8,fp,auditory
25,MSC07,glass,0.75,fp,auditory
26,MSC07,motor,0.7777777777777778,fp,auditory
27,MSC07,mem,0.95,fp,auditory
28,MSC10,semantic,0.85,fp,auditory
29,MSC10,glass,0.6,fp,auditory
30,MSC10,motor,0.9,fp,auditory
31,MSC10,mem,0.95,fp,auditory
0,MSC01,semantic,1.0,fp,pmn
1,MSC01,glass,0.9,fp,pmn
2,MSC01,motor,0.85,fp,pmn
3,MSC01,mem,0.65,fp,pmn
4,MSC02,semantic,0.95,fp,pmn
5,MSC02,glass,0.85,fp,pmn
6,MSC02,motor,0.9,fp,pmn
7,MSC02,mem,0.85,fp,pmn
8,MSC03,semantic,0.7,fp,pmn
9,MSC03,glass,0.8,fp,pmn
10,MSC03,motor,0.75,fp,pmn
11,MSC03,mem,0.8333333333333333,fp,pmn
12,MSC04,semantic,1.0,fp,pmn
13,MSC04,glass,0.95,fp,pmn
14,MSC04,motor,0.95,fp,pmn
15,MSC04,mem,0.9,fp,pmn
16,MSC05,semantic,0.9,fp,pmn
17,MSC05,glass,0.8,fp,pmn
18,MSC05,motor,0.95,fp,pmn
19,MSC05,mem,1.0,fp,pmn
20,MSC06,semantic,0.9,fp,pmn
21,MSC06,glass,0.8888888888888888,fp,pmn
22,MSC06,motor,0.9444444444444444,fp,pmn
23,MSC06,mem,0.9,fp,pmn
24,MSC07,semantic,0.95,fp,pmn
25,MSC07,glass,0.85,fp,pmn
26,MSC07,motor,0.9444444444444444,fp,pmn
27,MSC07,mem,0.9,fp,pmn
28,MSC10,semantic,0.85,fp,pmn
29,MSC10,glass,0.75,fp,pmn
30,MSC10,motor,0.75,fp,pmn
31,MSC10,mem,0.9,fp,pmn
0,MSC01,semantic,0.9,fp,pon
1,MSC01,glass,0.7,fp,pon
2,MSC01,motor,0.8,fp,pon
3,MSC01,mem,0.9,fp,pon
4,MSC02,semantic,0.85,fp,pon
5,MSC02,glass,0.65,fp,pon
6,MSC02,motor,0.65,fp,pon
7,MSC02,mem,0.75,fp,pon
8,MSC03,semantic,0.8,fp,pon
9,MSC03,glass,0.7,fp,pon
10,MSC03,motor,0.7,fp,pon
11,MSC03,mem,0.8125,fp,pon
12,MSC04,semantic,0.95,fp,pon
13,MSC04,glass,0.85,fp,pon
14,MSC04,motor,0.9,fp,pon
15,MSC04,mem,0.95,fp,pon
